video_path,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,label
FF_data/FaceSwap/manipulated_sequences/FaceSwap/c40/images/866_878,0300.png,0310.png,0320.png,0330.png,0340.png,0350.png,0360.png,0370.png,0380.png,0390.png,1
FF_data/FaceSwap/manipulated_sequences/FaceSwap/c40/images/866_878,0400.png,0410.png,0420.png,0430.png,0440.png,0450.png,0460.png,0470.png,0480.png,0490.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/183_253,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/183_253,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/183_253,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/599_585,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/599_585,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/599_585,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/672_720,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/672_720,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/672_720,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/672_720,0301.png,0311.png,0321.png,0331.png,0341.png,0351.png,0361.png,0371.png,0381.png,0391.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/672_720,0401.png,0411.png,0421.png,0431.png,0441.png,0451.png,0461.png,0471.png,0481.png,0491.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/469_481,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/469_481,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/469_481,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/469_481,0301.png,0311.png,0321.png,0331.png,0341.png,0351.png,0361.png,0371.png,0381.png,0391.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/585_599,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/585_599,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/585_599,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/481_469,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/481_469,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/481_469,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/481_469,0301.png,0311.png,0321.png,0331.png,0341.png,0351.png,0361.png,0371.png,0381.png,0391.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/253_183,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/253_183,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/253_183,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/878_866,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/878_866,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/878_866,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/878_866,0301.png,0311.png,0321.png,0331.png,0341.png,0351.png,0361.png,0371.png,0381.png,0391.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/878_866,0401.png,0411.png,0421.png,0431.png,0441.png,0451.png,0461.png,0471.png,0481.png,0491.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/720_672,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/720_672,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/720_672,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/720_672,0301.png,0311.png,0321.png,0331.png,0341.png,0351.png,0361.png,0371.png,0381.png,0391.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/720_672,0401.png,0411.png,0421.png,0431.png,0441.png,0451.png,0461.png,0471.png,0481.png,0491.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/866_878,0001.png,0011.png,0021.png,0031.png,0041.png,0051.png,0061.png,0071.png,0081.png,0091.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/866_878,0101.png,0111.png,0121.png,0131.png,0141.png,0151.png,0161.png,0171.png,0181.png,0191.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/866_878,0201.png,0211.png,0221.png,0231.png,0241.png,0251.png,0261.png,0271.png,0281.png,0291.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/866_878,0301.png,0311.png,0321.png,0331.png,0341.png,0351.png,0361.png,0371.png,0381.png,0391.png,1
FF_data/NeuralTextures/manipulated_sequences/NeuralTextures/c40/images/866_878,0401.png,0411.png,0421.png,0431.png,0441.png,0451.png,0461.png,0471.png,0481.png,0491.png,1
